NAME | DESCRIPTION
Desdemona, Freedom's Edge {2}{R}{W} | Vigilance Whenever Desdemona, Freedom’s Edge attacks, target creature card in your graveyard that’s an artifact or that has mana value 3 or less gains escape until end of turn. The escape cost is equal to its mana cost plus exile two other cards from your graveyard. (You may cast it from your graveyard for its escape cost this turn.)
Mariposa Military Base | You may have Mariposa Military Base enter tapped. If you do, you get two rad counters. {T}: Add {C}. {5}, {T}: Draw a card. This ability costs {1} less to activate for each rad counter you have.
Sunscorched Divide | {1}, {T}: Add {R}{W}.
Hour of Reckoning {4}{W}{W}{W} | Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature’s color.) Destroy all nontoken creatures.
Infesting Radroach {2}{B} | Flying Infesting Radroach can’t block. Whenever Infesting Radroach deals combat damage to a player, they get that many rad counters. Whenever an opponent mills a nonland card, if Infesting Radroach is in your graveyard, you may return it to your hand.
Isolated Chapel | Isolated Chapel enters tapped unless you control a Plains or a Swamp. {T}: Add {W} or {B}.
Single Combat {3}{W}{W} | Each player chooses a creature or planeswalker they control, then sacrifices the rest. Players can’t cast creature or planeswalker spells until the end of your next turn.
Woodland Cemetery | Woodland Cemetery enters tapped unless you control a Swamp or a Forest. {T}: Add {B} or {G}.
One with the Machine {3}{U} | Draw cards equal to the highest mana value among artifacts you control.
Rex, Cyber-Hound {1}{W}{U} | Whenever Rex, Cyber-Hound deals combat damage to a player, they mill two cards and you get {E}{E} (two energy counters). Pay {E}{E}: Choose target creature card in a graveyard. Exile it with a brain counter on it. Activate only as a sorcery. Rex has all activated abilities of all cards in exile with brain counters on them.
Diamond City | Diamond City enters with a shield counter on it. (If it would be dealt damage or destroyed, remove a shield counter from it instead.) {T}: Add {C}. {T}: Move a shield counter from Diamond City onto target creature. Activate only if two or more creatures entered the battlefield under your control this turn.
Sulfur Falls | Sulfur Falls enters tapped unless you control an Island or a Mountain. {T}: Add {U} or {R}.
Black Market {3}{B}{B} | Whenever a creature dies, put a charge counter on Black Market. At the beginning of your first main phase, add {B} for each charge counter on Black Market.
Securitron Squadron {1}{W} | Squad {3} (As an additional cost to cast this spell, you may pay {3} any number of times. When this creature enters, create that many tokens that are copies of it.) Vigilance Whenever a creature token you control enters, put a +1/+1 counter on it.
Inexorable Tide {3}{U}{U} | Whenever you cast a spell, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)
Treasure Vault | {T}: Add {C}. {X}{X}, {T}, Sacrifice Treasure Vault: Create X Treasure tokens.
Sunken Hollow | ({T}: Add {U} or {B}.) Sunken Hollow enters tapped unless you control two or more basic lands.
Junk Jet {1}{R} | When Junk Jet enters, create a Junk token. (It’s an artifact with “{T}, Sacrifice this artifact: Exile the top card of your library. You may play that card this turn. Activate only as a sorcery.”) {3}, Sacrifice another artifact: Double equipped creature’s power until end of turn. Equip {1}
Lord of the Undead {1}{B}{B} Centurion of the Marked | Other Zombie creatures get +1/+1. {1}{B}, {T}: Return target Zombie card from your graveyard to your hand.
Command Tower | {T}: Add one mana of any color in your commander’s color identity.
Shaun, Father of Synths {3}{U}{R} | Whenever you attack, you may create a tapped and attacking token that’s a copy of target attacking legendary creature you control other than Shaun, except it’s not legendary and it’s a Synth artifact creature in addition to its other types. When Shaun leaves the battlefield, exile all Synth tokens you control.
Path of Ancestry | Path of Ancestry enters tapped. {T}: Add one mana of any color in your commander’s color identity. When that mana is spent to cast a creature spell that shares a creature type with your commander, scry 1. (Look at the top card of your library. You may put that card on the bottom.)
Marcus, Mutant Mayor {3}{G}{U} | Vigilance, trample Whenever a creature you control deals combat damage to a player, draw a card if that creature has a +1/+1 counter on it. If it doesn’t, put a +1/+1 counter on it.
Mirelurk Queen {4}{U} | Vigilance When Mirelurk Queen enters, target player gets two rad counters. Whenever one or more nonland cards are milled, draw a card, then put a +1/+1 counter on Mirelurk Queen. This ability triggers only once each turn.
Inexorable Tide {3}{U}{U} | Whenever you cast a spell, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)
Temple of the False God | {T}: Add {C}{C}. Activate only if you control five or more lands.
Bastion of Remembrance {2}{B} | When Bastion of Remembrance enters, create a 1/1 white Human Soldier creature token. Whenever a creature you control dies, each opponent loses 1 life and you gain 1 life.
Overflowing Basin | {1}, {T}: Add {G}{U}.
Viridescent Bog | {1}, {T}: Add {B}{G}.
Temple of Malady | Temple of Malady enters tapped. When Temple of Malady enters, scry 1. {T}: Add {B} or {G}.
Lumbering Megasloth {10}{G}{G} | This spell costs {1} less to cast for each counter among players and permanents. Trample Lumbering Megasloth enters tapped.
Nuclear Fallout {X}{B}{B} | Each creature gets twice -X/-X until end of turn. Each player gets X rad counters.
Shaun, Father of Synths {3}{U}{R} | Whenever you attack, you may create a tapped and attacking token that’s a copy of target attacking legendary creature you control other than Shaun, except it’s not legendary and it’s a Synth artifact creature in addition to its other types. When Shaun leaves the battlefield, exile all Synth tokens you control.
Colonel Autumn {1}{W}{B} | Lifelink Exploit (When this creature enters, you may sacrifice a creature.) Other legendary creatures you control have exploit. Whenever a creature you control exploits a creature, put a +1/+1 counter on each creature you control.
Keeper of the Accord {3}{W} | At the beginning of each opponent’s end step, if that player controls more creatures than you, create a 1/1 white Soldier creature token. At the beginning of each opponent’s end step, if that player controls more lands than you, you may search your library for a basic Plains card, put it onto the battlefield tapped, then shuffle.
Tainted Field | {T}: Add {C}. {T}: Add {W} or {B}. Activate only if you control a Swamp.
Assaultron Dominator {1}{R} | When Assaultron Dominator enters, you get {E}{E} (two energy counters). Whenever an artifact creature you control attacks, you may pay {E}. If you do, put your choice of a +1/+1, first strike, or trample counter on that creature.
Jason Bright, Glowing Prophet {2}{U} | Whenever a Zombie or Mutant you control dies, if its power was different from its base power, draw a card. Come Fly With Me — {2}, Sacrifice a creature: Put a +1/+1 counter on target creature you control. It gains flying until end of turn.
Deadly Dispute {1}{B} | As an additional cost to cast this spell, sacrifice an artifact or creature. Draw two cards and create a Treasure token. (It’s an artifact with “{T}, Sacrifice this artifact: Add one mana of any color.”)
The Master, Transcendent {1}{B}{G}{U} | When The Master, Transcendent enters, target player gets two rad counters. {T}: Put target creature card in a graveyard that was milled this turn onto the battlefield under your control. It’s a green Mutant with base power and toughness 3/3. (It loses its other colors and creature types.)
Struggle for Project Purity {3}{U} | As Struggle for Project Purity enters, choose Brotherhood or Enclave. • Brotherhood — At the beginning of your upkeep, each opponent draws a card. You draw a card for each card drawn this way. • Enclave — Whenever a player attacks you with one or more creatures, that player gets twice that many rad counters.
Thirst for Knowledge {2}{U} | Draw three cards. Then discard two cards unless you discard an artifact card.
Megaton's Fate {5}{R} | Choose one — • Disarm — Destroy target artifact. Create four Treasure tokens. • Detonate — Megaton’s Fate deals 8 damage to each creature. Each player gets four rad counters.
Grave Titan {4}{B}{B} West Tek Tyrant | Deathtouch Whenever Grave Titan enters or attacks, create two 2/2 black Zombie creature tokens.
Sungrass Prairie | {1}, {T}: Add {G}{W}.
Crush Contraband {3}{W} | Choose one or both — • Exile target artifact. • Exile target enchantment.
Three Dog, Galaxy News DJ {1}{R}{W} | Whenever you attack, you may pay {2} and sacrifice an Aura attached to Three Dog, Galaxy News DJ. When you sacrifice an Aura this way, for each other attacking creature you control, create a token that’s a copy of that Aura attached to that creature.
Sheltered Thicket | ({T}: Add {R} or {G}.) Sheltered Thicket enters tapped. Cycling {2} ({2}, Discard this card: Draw a card.)
Endurance Bobblehead {3} | {T}: Add one mana of any color. {3}, {T}: Up to X target creatures you control get +1/+0 and gain indestructible until end of turn, where X is the number of Bobbleheads you control as you activate this ability. Activate only as a sorcery.
Mr. House, President and CEO {R}{W}{B} | Whenever you roll a 4 or higher, create a 3/3 colorless Robot artifact creature token. If you rolled 6 or higher, instead create that token and a Treasure token. {4}, {T}: Roll a six-sided die plus an additional six-sided die for each mana from Treasures spent to activate this ability.
Black Market {3}{B}{B} | Whenever a creature dies, put a charge counter on Black Market. At the beginning of your first main phase, add {B} for each charge counter on Black Market.
The Nipton Lottery {2}{B}{R} | Choose a creature at random. You gain control of that creature until end of turn. Untap it. It gains haste until end of turn. Then destroy all other creatures.
